state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,is_relevant,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,randomized_order
Florida,0,['watching'],0,0,2020-06-11 00:28:22+00:00,1.270875486474965e+18,@HiddenCash Team giving... I have repeatedly watching them help people. I know for a fact they are on the up-and-up,0,1.1817529978875167e+18,sailerman502,0.0,0.0,,,,,
Florida,0,['facetime'],0,0,2020-04-12 05:33:57+00:00,1.2492091166623908e+18,@kykyt7 I'm finna FaceTime u,1,1634620993.0,LaziestAmbition,0.0,1.0,,,,,
Florida,0,['netflix'],0,0,2020-03-23 05:33:45+00:00,1.2419613115185766e+18,"@TomBiersdorfer Sucks what happened to AD once Netflix revived it. Curb is also in this category, but not fair to c… https://t.co/ZjLwoJoNN7",0,43842959.0,nick_parco,0.0,1.0,,,,,
Florida,0,['beer'],0,0,2020-01-14 20:58:24+00:00,1.2171892446005617e+18,i wish i could buy 7 gallons of mellow mushrooms beer cheese,0,3233876959.0,peytxon,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['cocktails'],0,0,2020-03-18 23:27:47+00:00,1.2404196602915471e+18,"@atrupar I bet you, at this age, after a couple cocktails were the same. Leave the kids alone. 
#COVID 
#kidsjustwanttohavefun",0,51333535.0,Sharonema,0.0,0.0,,,,,
Florida,0,['netflix'],0,0,2020-03-02 05:38:00+00:00,1.2343522329944105e+18,@AluraJenson Me after being locked out of my Netflix account cuz everyone knows my code 🥴,0,58965720.0,FizzleDollas,0.0,1.0,,,,,
Florida,0,['watch'],0,0,2020-01-24 00:36:03+00:00,1.2205055062986342e+18,See Ima Have To Watch Out For Y’all Sonssss Cause iGot A Whole Daughter Outcheaa 🤣,0,2756806271.0,_kallmekarmaa,0.0,0.0,,,,,
Florida,0,['twitch'],0,0,2020-06-04 23:59:18+00:00,1.268693846705279e+18,"We live on Warzone boyz :) #Twitch 
https://t.co/izRiujX269",1,1694435724.0,o_bwilly,0.0,0.0,,,,,
Florida,0,['watching'],0,0,2020-06-08 17:16:52+00:00,1.2700421216434586e+18,@Skatunenetwork I get almost as much enjoyment watching you dance around and play as I do listening to the songs themselves.,0,5393702.0,pizzaxyz,0.0,0.0,,,,,
Florida,0,['wine'],0,0,2020-05-31 13:45:42+00:00,1.2670898780655616e+18,this was the exact moment when John opened the 3rd bottle of wine but realized it was her 4th https://t.co/rwnnqvlcGS,1,898374318.0,Randy_Shannon,3.0,6.0,"[[-82.712772, 27.977811], [-82.675347, 27.977811], [-82.675347, 28.049126], [-82.712772, 28.049126]]",United States,"Safety Harbor, FL",city,
Florida,0,['watch'],0,0,2020-06-18 21:04:21+00:00,1.2737232466183168e+18,Nothing like having to watch someone else sleep all day while you work. #CatsOnTwitter #meow 😻 @WAVY_News https://t.co/a19hKaKB43,0,18418121.0,WAVY10Bob,0.0,10.0,"[[-76.420402, 36.786146], [-76.291434, 36.786146], [-76.291434, 36.897382], [-76.420402, 36.897382]]",United States,"Portsmouth, VA",city,
Florida,0,['watched'],0,0,2020-06-27 03:41:56+00:00,1.276722406464389e+18,"@NicoleFAlvarez If you haven't watched ""The Act"" on Hulu, you're in for something special. More of a dramatized documentary, but still.",1,20253765.0,ForevverMalone,0.0,1.0,,,,,
Florida,0,['watching'],0,0,2020-03-31 02:29:14+00:00,1.2448139783810294e+18,I started watching @911onFOX and wow I’m in love with Buck.,1,25197041.0,megelizdun,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['beer'],0,0,2020-05-12 00:36:28+00:00,1.2600058879362499e+18,@DavidAstinWalsh Pittsburgh pierogis! Paired with kielbasa and Iron City beer!,1,7.798392038698516e+17,GregoryKirkwoo7,0.0,0.0,"[[-81.166062, 29.2234733], [-81.026569, 29.2234733], [-81.026569, 29.356151], [-81.166062, 29.356151]]",United States,"Holly Hill, FL",city,
Florida,0,['watched'],0,0,2020-03-07 00:17:39+00:00,1.236083554603303e+18,I just watched Contagion ... it is so realistic except that there isn't a fucking moron President in the Hollywood… https://t.co/MWjauBgPRO,1,9.251353459598213e+17,droneguy65,0.0,1.0,,,,,
Florida,0,['watch'],0,0,2020-04-03 00:33:16+00:00,1.2458719586772787e+18,@GeomiLoL Lmao late af... but it’s good.. watch on my block now..,0,369803047.0,slowzkieezy23,0.0,0.0,,,,,
Florida,0,['watching'],0,0,2020-03-28 01:31:50+00:00,1.2437123689175982e+18,if y’all don’t be watching boosie live y’all be missing out fr 😂,0,1619553475.0,tierney_janae,0.0,0.0,"[[-90.0964664, 34.918916], [-89.996918, 34.918916], [-89.996918, 34.977346], [-90.0964664, 34.977346]]",United States,"Horn Lake, MS",city,
Florida,['store'],['beer'],0,0,2020-03-12 17:37:11+00:00,1.2381571001922724e+18,"@schwanke1965 @KeesBubberman I’m back in Holland often enough, I should just get my lazy ass to the beer store 3 mi… https://t.co/c6B8k9Yxsv",0,99606006.0,LennardRamone,0.0,1.0,"[[-6.387438, 53.2987449], [-6.1078047, 53.2987449], [-6.1078047, 53.4110598], [-6.387438, 53.4110598]]",Ireland,"Dublin City, Ireland",city,
Florida,['bar'],['wine'],0,0,2020-02-27 19:13:13+00:00,1.233107839872389e+18,New downtown St. Pete Wine bar and literary hub Book + Bottle opens https://t.co/ncGhIezWl1,0,58727124.0,rayroa,0.0,0.0,,,,,
Florida,['tripping'],['netflix'],0,0,2020-04-16 23:06:06+00:00,1.2509234527830426e+18,Now I Finally Get To Lay Down And Wtacb Netflix And This Shit Tripping 🤬,1,1222477260.0,TCNI_1201,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['baking'],0,0,2020-07-05 16:03:05+00:00,1.2798080235994194e+18,"Banana Caramel muffins! 🤤

These come courtesy of @ketoandco! They have a baking mix that is super easy to make and… https://t.co/fOjc2dL3X1",1,2181504490.0,ketogenic_jedi,0.0,2.0,"[[-76.762559, 39.942947], [-76.699457, 39.942947], [-76.699457, 39.991071], [-76.762559, 39.991071]]",United States,"York, PA",city,
Florida,0,['watching'],0,0,2020-02-08 19:53:27+00:00,1.2262325961804882e+18,@schroepnuts Ha.  It watching but I also hate that :-),0,41681713.0,WhatTheBuc,0.0,0.0,"[[-82.2529691, 27.872692999999998], [-82.1838196, 27.872692999999998], [-82.1838196, 27.9906673], [-82.2529691, 27.9906673]]",United States,"Valrico, FL",city,
Florida,0,['watching'],0,0,2020-03-30 19:34:55+00:00,1.244709712731521e+18,@princessnaao Ay no 😭 it’s getting good bruh I be on twitter and watching but sometimes I gotta let my phone go 😂,1,1390574006.0,mvchelle___,0.0,0.0,,,,,
Florida,['drinking'],['wine'],0,0,2020-04-13 03:10:52+00:00,1.24953549772399e+18,I’ll just be drinking wine and writing all my fears and furies out tonight. https://t.co/2Pvky7qwgh,1,69196308.0,Deeshmurdaa,1.0,19.0,,,,,
Florida,0,['watch'],0,0,2020-02-21 21:10:37+00:00,1.230963055351255e+18,@vincentdonofrio @Christo21251914 Poor guy....this is painful to watch. I know what it was like to be bullied. It h… https://t.co/4dSh0a3WnU,0,9.563175987314565e+17,MojoMoomey,0.0,3.0,"[[-93.8461837, 41.5280075], [-93.7033258, 41.5280075], [-93.7033258, 41.600507], [-93.8461837, 41.600507]]",United States,"West Des Moines, IA",city,
Florida,['games'],['xbox'],0,0,2020-06-16 00:17:04+00:00,1.2726845824003768e+18,One of the absolute best indie games on #Xbox. Worth every penny of $3.74 (USD). https://t.co/Nyr8ToCwA7,0,1689760969.0,SwordfishShow,0.0,0.0,"[[-81.6487883, 28.5189181], [-81.49358, 28.5189181], [-81.49358, 28.692289], [-81.6487883, 28.692289]]",United States,"Ocoee, FL",city,
Florida,0,['watch'],0,0,2020-04-19 15:21:40+00:00,1.251893736419844e+18,"#TravellikeOdette - put on lipstick &amp; watch the clock on the microwave ticks. 
Yesterday 13 miles run was hot &amp; mug… https://t.co/fWQVW0cV5p",0,26693789.0,OdetteDunn,0.0,4.0,"[[-82.47574209999999, 27.4393899], [-82.47574209999999, 27.4393899], [-82.47574209999999, 27.4393899], [-82.47574209999999, 27.4393899]]",United States,Tara Preserve Golf & Country Club,poi,
Florida,0,['watch'],0,0,2020-03-13 01:45:17+00:00,1.2382799362653716e+18,@The7Line @keithhernandez Fascinating to watch ❤️,0,3912164422.0,AuntieNees,0.0,1.0,,,,,
Florida,0,['wine'],0,0,2020-03-19 15:51:06+00:00,1.240667118821159e+18,Not the Catalina Wine Mixer 😨 https://t.co/bh2oWZPDzz,0,946641937.0,VMJacksonJr,1.0,6.0,,,,,
Florida,0,['watching'],0,0,2020-03-31 22:20:06+00:00,1.2451136683014758e+18,Haha... He also got stupid from watching the Brady Bunch... https://t.co/lAqFT7r6Vy,0,1525695205.0,adylanguy,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-04-19 21:10:52+00:00,1.2519816144706396e+18,Whenever I watch this is slyly get turned on cuz this is the ultimate BDE move 🥵🥵 https://t.co/LVlAm0iBsA,0,47719229.0,Anitha__18,2.0,8.0,,,,,
Florida,['delivery'],"['deliver', 'delivery']",0,0,2020-03-15 21:07:47+00:00,1.239297263312175e+18,"Jager to the rescue. I will deliver toilet paper via bucket delivery , call me anytime day or night. @scottproducts… https://t.co/ZG0hyIzhgU",0,1094389496.0,JagersJourney,4.0,28.0,,,,,
Florida,0,['watch'],0,0,2020-03-09 12:23:41+00:00,1.2369910414562222e+18,"If you get a chance to watch this movie.  Do it.  The moral of the story is loud and clear, safety is imperative.… https://t.co/UYbidPmHvn",0,57090819.0,KZarate1081,5.0,35.0,"[[-91.51308, 36.970298], [-87.019935, 36.970298], [-87.019935, 42.508303], [-91.51308, 42.508303]]",United States,"Illinois, USA",admin,
Florida,0,['homeschooling'],0,0,2020-04-15 15:00:41+00:00,1.2504389035483587e+18,"@SaschaFitness YO TE CUIDO A LUNA Y A AVRIL Y LES HAGO HOMESCHOOLING POR TI, SO CALL ME MAYBE ☎️",0,1.1030000120600658e+18,ivanabcs,0.0,0.0,,,,,
Florida,0,"['watched', 'watch']",0,0,2020-04-30 17:06:20+00:00,1.2559063447182172e+18,after I watched this drama I didn’t watch anything else for awhile bc i didn’t think others would top this. It has… https://t.co/DDnYfOFCzm,0,251370127.0,irltechnicangel,0.0,0.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city,
Florida,0,['watching'],0,0,2020-06-11 04:26:16+00:00,1.2709353552530432e+18,At work ain’t doing shit but watching anime’s,1,35365859.0,KColeNc,0.0,0.0,"[[-80.2089316, 25.9141456], [-80.130673, 25.9141456], [-80.130673, 25.9571365], [-80.2089316, 25.9571365]]",United States,"North Miami Beach, FL",city,
Florida,0,['watched'],0,0,2020-05-31 03:16:40+00:00,1.2669315725755556e+18,I watched one of my favorite people just break down on her story over all this and I feel that so deep in my heart.… https://t.co/kiviDr7C2Z,0,1.0369953280908001e+18,SheriTsukino,0.0,5.0,,,,,
Florida,0,['watched'],0,0,2020-04-28 18:42:19+00:00,1.255205721366573e+18,@RealFlyx3 Me and Julissa watched it in one sitting sooo good,1,39204247.0,_stephyalexis,0.0,1.0,"[[-82.069567, 26.531814], [-81.9041014, 26.531814], [-81.9041014, 26.741146], [-82.069567, 26.741146]]",United States,"Cape Coral, FL",city,
Florida,0,['watch'],0,0,2020-07-08 12:09:40+00:00,1.2808364462162166e+18,@Lulz_Swag The ones ducked up ate those who watch or listen to leftist activists such as CNN( Communist News Network) .,0,30511255.0,m7kenas,0.0,0.0,"[[-80.498029, 25.726759], [-80.383636, 25.726759], [-80.383636, 25.7898358], [-80.498029, 25.7898358]]",United States,"Tamiami, FL",city,
Florida,0,"['watch', 'watched']",0,0,2020-06-05 08:26:41+00:00,1.2688215335202652e+18,@JoiAnguli Honestly the first time you watch it’s Cringe... watched it a second time and its HILARIOUS....,0,1.0956309787547156e+18,kareem305king,0.0,0.0,,,,,
Florida,['game'],"['watching', 'watch']",0,0,2020-07-03 19:00:35+00:00,1.2791279192484905e+18,@MyLittleBurner5 I'm watching 2010 UGA game so I get to mainly watch Mike dyer and omac but fannin be on in pass situations,1,2462048898.0,JusCallMeLani,0.0,1.0,,,,,
Florida,0,"['watch', 'watched']",0,0,2020-05-09 03:34:05+00:00,1.258963423989248e+18,I need a new anime to watch. I've finally watched all of the big 3 and I'm caught up on all my others thanks to quarantine.,1,783163980.0,swan931,0.0,2.0,,,,,
Florida,0,['watching'],0,0,2020-02-09 20:05:47+00:00,1.2265980870466847e+18,@JenXperience I m watching normal fan is always NY but lol new league and living in Tampa 🤔,1,28036490.0,jeet2ss,0.0,0.0,,,,,
Florida,0,['watching'],0,0,2020-05-05 19:17:41+00:00,1.2577513384374804e+18,@bertkreischer what kind of rowing machine do you have and where do you get it? Watching your progress on losing we… https://t.co/1I5XgIZ06K,0,33787939.0,StacyHernacki,0.0,1.0,"[[-80.082042, 26.803535], [-80.035578, 26.803535], [-80.035578, 26.8594213], [-80.082042, 26.8594213]]",United States,"North Palm Beach, FL",city,
Florida,['game'],['watch'],0,0,2020-05-02 17:23:27+00:00,1.256635426904748e+18,The waiting game to find out what media members were ringside vs. who had to watch the fight in a tent outside the… https://t.co/BxY092GllH,0,17137062.0,AndreasHale,1.0,6.0,"[[-115.384091, 36.129459], [-115.062159, 36.129459], [-115.062159, 36.336371], [-115.384091, 36.336371]]",United States,"Las Vegas, NV",city,
Florida,0,"['baking', 'cooking']",0,0,2020-05-19 11:54:04+00:00,1.2627131297016873e+18,"@LeShann People baking and cooking at home is only a good thing, but they're not going to stop going to bakeries -… https://t.co/UKaWjKNgDU",1,105956239.0,benliebmann,0.0,1.0,,,,,
Florida,0,['watch'],0,0,2020-03-15 18:14:31+00:00,1.2392536584344494e+18,This new update for the Apple watch takes forever 😒,0,29400214.0,MrLeveledUp,0.0,0.0,"[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]",United States,"Georgia, USA",admin,
Florida,0,['watching'],0,0,2020-04-24 20:10:32+00:00,1.2537783718777487e+18,"I’m so glad the NFL Draft is on tonight, cause if you think for one second I’m watching HHH 25 years of terror: You on crack",0,2798332734.0,MidnightCruz69,0.0,3.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['watching'],0,0,2020-01-21 02:08:20+00:00,1.219441567297147e+18,True love is sitting on the couch together watching #TheBachelor and sending each other stupid memes and gifs.,0,46829573.0,makemineacosmo,0.0,0.0,"[[-97.087985, 33.07147], [-97.027779, 33.07147], [-97.027779, 33.104432], [-97.087985, 33.104432]]",United States,"Highland Village, TX",city,
Florida,['delivery'],['delivery'],0,0,2020-06-17 19:45:15+00:00,1.273340954892796e+18,Exactly. Protocol requires no stopping unless at terminal or delivery point https://t.co/8zEOQ6Rzrf,0,7.185814528379535e+17,brchapman65,0.0,1.0,"[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]",United States,"Virginia, USA",admin,
Florida,0,['watch'],0,0,2020-03-21 16:33:50+00:00,1.241402649553113e+18,@kaseybardin Exactly! Why in the world would you want to watch that? ?? It’s not good for your emotional health.,0,17486478.0,randyburns,0.0,1.0,"[[-89.57151, 36.497129], [-81.964971, 36.497129], [-81.964971, 39.147359], [-89.57151, 39.147359]]",United States,"Kentucky, USA",admin,
Florida,0,['hbo'],0,0,2020-04-24 17:26:33+00:00,1.2537371028328407e+18,"positive review for the new #HBO movie #BadEducationHBO, airing tomorrow night. https://t.co/SzKYPqUBK5",0,37697211.0,vikingdrewby,0.0,3.0,"[[-111.979047, 33.3199453], [-111.877237, 33.3199453], [-111.877237, 33.465823], [-111.979047, 33.465823]]",United States,"Tempe, AZ",city,
Florida,0,['watched'],0,0,2020-02-02 10:39:56+00:00,1.2239189686934938e+18,I finally watched a fall from grace .. it’s a good movie.,1,1.1160367232329236e+18,backendbusiness,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-05-15 13:21:07+00:00,1.261285483109376e+18,"https://t.co/ZwGrhapQPC

Take a moment to watch our client testimonials on our YouTube Channel. Natalie and Vinnie… https://t.co/XPHt6kl6vn",0,4114454703.0,AmPoolsSpas,0.0,0.0,,,,,
Florida,0,['facetimes'],0,0,2020-04-03 14:08:30+00:00,1.246077117684646e+18,Love being woken up to FaceTimes from @BreannaFrench_  because she wants to have a shit talking sesh 😂,1,2586392311.0,crewss_a,1.0,3.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['xbox'],0,0,2020-05-05 21:52:50+00:00,1.257790382345261e+18,@gofuchsyourself Is diablo 4 on ps5 or xbox?? I just this news about diablo 4,0,1.2151532295556506e+18,PinoyNinja1,0.0,0.0,"[[-80.248975, 25.9862279], [-80.107808, 25.9862279], [-80.107808, 26.093132], [-80.248975, 26.093132]]",United States,"Hollywood, FL",city,
Florida,0,['netflix'],0,0,2020-05-13 16:47:59+00:00,1.2606127689249096e+18,@EdHotTV @NetflixUK Is it on Netflix?,0,222421864.0,M_IsardMcNulty,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-04-26 22:18:08+00:00,1.2545352598840033e+18,@burnthe80s Watch extraction,0,2826587902.0,BjBradleyj13,0.0,1.0,,,,,
Florida,0,['netflix'],0,0,2020-05-06 21:43:23+00:00,1.2581503903585935e+18,Just finished outerbanks on Netflix.....girl- I- lord,1,1.1381039049845432e+18,LexGabrielleee,0.0,0.0,"[[-89.57151, 36.497129], [-81.964971, 36.497129], [-81.964971, 39.147359], [-89.57151, 39.147359]]",United States,"Kentucky, USA",admin,
Florida,['delivery'],['delivery'],0,0,2020-03-21 17:03:24+00:00,1.2414100907055677e+18,"Quite possibly my current single favorite meal in Tampa Bay. Free delivery on @UberEats, too. 

#EatLocal https://t.co/KO30VaWNyD",0,25874570.0,PDriscollTBT,1.0,13.0,"[[-82.620093, 27.821353], [-82.2652945, 27.821353], [-82.2652945, 28.171836], [-82.620093, 28.171836]]",United States,"Tampa, FL",city,
Florida,0,['cooking'],0,0,2020-06-25 17:53:28+00:00,1.2762119232484475e+18,"When the plague first hit, we had a nice long spring to enjoy long walks. That's over. 

Moved on to cooking up som… https://t.co/BNptNRjwGv",1,57279894.0,BoFrazer,0.0,1.0,"[[-80.7060737, 28.03509], [-80.5933237, 28.03509], [-80.5933237, 28.200658], [-80.7060737, 28.200658]]",United States,"Melbourne, FL",city,
Florida,0,['beer'],0,0,2020-05-31 20:08:47+00:00,1.267186280091304e+18,It’s Been 10 Minutes And Someone Threw A Beer At Me Lmaoooo https://t.co/6akTZQIsjb,0,576850842.0,greentoethegod,6.0,94.0,,,,,
Florida,0,['watch'],0,0,2020-07-05 00:47:20+00:00,1.2795775694284636e+18,@MekhiM04 Wow ima watch it,0,1.0846767349251359e+18,KazTooWavy,0.0,1.0,,,,,
Florida,0,['watch'],0,0,2020-05-18 01:36:55+00:00,1.2621954305883955e+18,"I rarely watch Family Guy but Stewie just threw out a gem- ""I'm getting you the ability to think about other people… https://t.co/mPnwLR3Dq9",1,2510761392.0,jonesymule,0.0,13.0,,,,,
Florida,0,['twitch'],0,0,2020-07-14 14:04:43+00:00,1.2830397274746757e+18,the fact that I have subs on twitch is insane because I can barely complete a sentence without stuttering and then… https://t.co/f0EiZ8irem,0,122869566.0,dreballs,0.0,5.0,,,,,
Florida,0,['watch'],0,0,2020-05-26 22:08:06+00:00,1.2654043700925071e+18,If I’m into something I watch my shows in silence,0,325088453.0,eTheSweetHeart,0.0,0.0,"[[-80.199715, 25.947387], [-80.16523, 25.947387], [-80.16523, 25.973778], [-80.199715, 25.973778]]",United States,"Ives Estates, FL",city,
Florida,['game'],['watching'],0,0,2020-05-28 22:20:44+00:00,1.2661323264986563e+18,I was at this game! I’ll never forget it! And I’ll be watching tonight! #GoBucks https://t.co/39NTrVKGF3,0,16824306.0,BuckeyeLanie,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-01-19 23:53:12+00:00,1.2190451713435812e+18,"Hello I did watch the Patty video, incredible. The Best Female drummer in Helsinki is one of my bestest briednd. He… https://t.co/kgdxMmiqOf",0,46830305.0,findy9,0.0,0.0,,,,,
Florida,"['deliveries', 'uber', 'lyft']",['deliveries'],0,0,2020-03-28 11:41:32+00:00,1.2438658066703073e+18,@jahova33604 we still out here working DM Tag for pickup doing deliveries CASH #uber #lyft #ubereats @ Downtown Los… https://t.co/pgvqDozh4o,0,27455711.0,jahova33604,0.0,0.0,"[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]",United States,"Los Angeles, CA",city,
Florida,['vacations'],['wine'],0,0,2020-07-07 16:09:33+00:00,1.2805344292162478e+18,"@VoiceofRita Shoes, purses, clothe, jewelry, wine and vacations",0,8.714050753772913e+17,TheLadyPilar,0.0,2.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city,
Florida,0,['watching'],0,0,2020-05-03 13:53:32+00:00,1.2569449852173025e+18,"@realDonaldTrump Putin Potus,, no one misses watching those rallies where you lie,divide the nation, attack people… https://t.co/7Qv6T8SF5S",0,1.0141424859023073e+18,Larry30464314,0.0,0.0,,,,,
Florida,0,['watching'],0,0,2020-06-10 16:07:12+00:00,1.2707493659934515e+18,@thehill While watching this which had the ranking @GOP member @Jim_Jordan give an opening statement one HAS to be… https://t.co/ujRDgthZaS,0,14836408.0,TrumanDem,0.0,0.0,,,,,
Florida,['game'],['watching'],0,0,2020-06-10 03:42:06+00:00,1.2705618533416755e+18,"@Neil_Druckmann Neil, will we get some sort of documentary like there was with the first game? I loved watching the… https://t.co/zD4raqfZte",0,19754069.0,mkerrigan7,0.0,0.0,"[[-81.770135, 27.939559], [-81.6276375, 27.939559], [-81.6276375, 28.095052], [-81.770135, 28.095052]]",United States,"Winter Haven, FL",city,
Florida,0,['watching'],0,0,2020-02-25 22:12:45+00:00,1.2324282444330148e+18,I’m off today so I’m bored laying in bed watching TV 😩,1,1.1537125682105262e+18,sstrawberrryk,0.0,0.0,,,,,
Florida,['theater'],['watch'],0,0,2020-03-14 02:01:46+00:00,1.2386464727925924e+18,im in a movie theater by myself about to watch @pixaronward for the 3rd time. 🤷🏻‍♂️🤷🏻‍♂️,1,56216152.0,anthonyjpierro,0.0,2.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,0,['watch'],0,0,2020-01-16 21:12:44+00:00,1.217917624878805e+18,"@_sunshineCHI Galaxy Watch, took it off a few hours ago but got some good steps in beforehand 👍 https://t.co/7Sv0VK9N6R",0,122972568.0,SmashBandicute,0.0,1.0,,,,,
Florida,0,['playstation'],0,0,2020-04-17 01:48:25+00:00,1.2509642996291707e+18,Check out my broadcast from my PlayStation 4! #PS4live (FINAL FANTASY VII REMAKE)  live at https://t.co/iiBFerLUfZ,1,29986557.0,FoxDieGaming,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-05-12 17:05:50+00:00,1.2602548726178284e+18,@BusterTicket @ChrisMuellerPGH if only his demise were that fun to watch,0,190020199.0,stephenjnesbitt,0.0,1.0,,,,,
Florida,0,['delivered'],0,0,2020-05-20 05:16:03+00:00,1.262975353682899e+18,just want someone who will have Wingstop delivered to my job 🥺,0,2964852000.0,atomiccblondeee,0.0,1.0,,,,,
Florida,0,['watching'],0,0,2020-02-02 20:59:21+00:00,1.2240748518765158e+18,Where everybody watching the Super Bowl at? #ssu,1,1865672234.0,itsdrich22,1.0,0.0,,,,,
Florida,0,['cook'],0,0,2020-03-26 13:21:18+00:00,1.243166137531216e+18,@Celebrity239 I cook ?👀,0,1.16102871570441e+18,NessYoungog,0.0,0.0,,,,,
Florida,0,['cleaned'],0,0,2020-01-04 19:33:07+00:00,1.2135439042068685e+18,"Deep cleaned mommas house , brother took care of the outside I took care of the inside 😌",1,627114356.0,gloriaaar_,0.0,0.0,"[[-81.484631, 26.396322], [-81.383428, 26.396322], [-81.383428, 26.447204], [-81.484631, 26.447204]]",United States,"Immokalee, FL",city,
Florida,0,['watching'],0,0,2020-06-16 17:55:08+00:00,1.2729508532473856e+18,me watching all the friends i made thru the ucf21 gc leave 👁👄👁,0,503474245.0,ashleyelizabvth,0.0,1.0,,,,,
Florida,0,['watch'],0,0,2020-02-02 22:01:22+00:00,1.2240904577241498e+18,y’all. Watch #Bonding amazing show !!,1,8.28437069156479e+17,kissedtheearth,0.0,1.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city,
Florida,0,['watch'],0,0,2020-06-05 16:50:01+00:00,1.2689482019163054e+18,https://t.co/gibzW5STht. Worth 4 minutes of your time to watch.,0,21619317.0,PITBULL95,0.0,1.0,,,,,
Florida,0,['whiskey'],0,0,2020-04-11 18:10:30+00:00,1.2490371214840177e+18,@Jodicab My bf poured whiskey in his coffee this morning 🤷🏼‍♀️,1,762956503.0,hannahcoeta,0.0,3.0,,,,,
Florida,0,['watch'],0,0,2020-03-31 13:55:15+00:00,1.2449866211975004e+18,"A tornado watch has been issued for the entire area until 3PM, this means conditions are favorable for tornadoes an… https://t.co/SOxo01rkXU",0,259552150.0,Kyle_WPMI,3.0,5.0,,,,,
Florida,0,['watch'],0,0,2020-05-08 00:08:08+00:00,1.2585492091012956e+18,"WE JUST HIT 1.1K😝VIEWS ON YOUTUBE😜GO WATCH NOW😜 LINK IN BIO

#newmusicvideo #hotnewartist #hottestrapper… https://t.co/gyK1y5FBZ7",0,7.760372934968648e+17,Tha_Anomaly,0.0,1.0,"[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]",United States,"South Carolina, USA",admin,
Florida,0,['watching'],0,0,2020-03-11 18:29:05+00:00,1.2378077726512128e+18,@BarstoolUofM God was watching porn and we got a virus,0,2497591668.0,kruuuuuse,0.0,0.0,,,,,
Florida,0,['watch'],0,0,2020-03-06 02:46:49+00:00,1.235758707566424e+18,Maybe @NBA  tv ratings are down because no one wants to watch 20 mins of if its a flagrant on a soft ass foul like… https://t.co/Wr82GsE4c2,0,1.0443567052435948e+18,DK42020,0.0,1.0,"[[-80.175957, 26.588782], [-80.1123944, 26.588782], [-80.1123944, 26.678639], [-80.175957, 26.678639]]",United States,"Greenacres, FL",city,
Florida,0,['cook'],0,0,2020-02-09 16:48:10+00:00,1.2265483563124204e+18,When I get GF please show me how to cook noodles bae 😭🤣 https://t.co/oe9ABcQh7a,0,3232514776.0,96Degreess,0.0,0.0,,,,,
Florida,['game'],['watched'],0,0,2020-06-11 22:40:18+00:00,1.2712106770599444e+18,I’ve never watched 1 game of any soccer 🤣 https://t.co/G4TpplzNvs,0,23368805.0,yorobertaa,0.0,4.0,,,,,
Florida,['delivery'],['delivery'],0,0,2020-06-09 18:50:34+00:00,1.270428087440814e+18,"latest delivery Slots
https://t.co/3wQH6xlIkV

THURSDAY 11TH JUNE 2020

BOREHAMWOOD
WATFORD
RUISLIP
ICKENHAM
IVER… https://t.co/mGNHMTd7aF",0,3127030803.0,jamespnorris,0.0,1.0,,,,,
