text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,id_str,screen_name,coordinates,country,place_full_name,place,retweet_count,favorite_count
0,['snapchat'],0,0,2020-06-30 04:30:45+00:00,1277821852488998919,got snapchat,1194482062633447424,KevinHa93114599,,,,,0,0
0,['watch'],0,0,2020-05-01 18:12:48+00:00,1256285459539464194,I’d watch the shit out of literally any live sporting event rn,141829948,chrisdadguy,"[[-87.626729, 33.098411], [-87.440084, 33.098411], [-87.440084, 33.29479], [-87.626729, 33.29479]]",United States,"Tuscaloosa, AL",city,0,3
0,['watching'],0,0,2020-03-14 04:23:51+00:00,1238682226641911808,"@AmyKremer @KamVTV Probably in his coffin sleeping or hanging upside down in a cave, watching his pedo videos.",2280275852,PhillipMullinea,"[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]",United States,"Albuquerque, NM",city,0,0
0,['wine'],0,0,2020-04-08 04:30:42+00:00,1247743648076201984,"I can’t wait to be at home in my big ass house, sippin on my wine in my lingerie waiting on my husband to come home",4641124522,nunu_dadoll,,,,,0,3
0,['watching'],0,0,2020-02-05 02:17:12+00:00,1224879614914330624,"The Democratic’s look like sore losers, they are 3 year olds! Don’t they know the world is watching them, their sco… https://t.co/nwtanwhMxC",751212289,jujugi5645,,,,,0,0
0,['watch'],0,0,2020-05-18 21:16:54+00:00,1262492380055339009,all i know is the @jonasbrothers killed it. 🔥 EVERYONE SHOULD GO WATCH #XMusicVideo OUT NOW ❌,409675378,joesjolee,,,,,1,1
['golf'],['watch'],0,0,2020-07-09 11:05:55+00:00,1281182793817563137,TRAFFIC: Crash on AL-69 at Golf Course Rd in the #Jasper area. Watch out for lots of FOG this morning! (6:05am) https://t.co/RDnujegEDk,973252542229635072,MichelleLoganTV,,,,,0,1
0,['watch'],0,0,2020-01-11 18:50:18+00:00,1216069841104330752,@Ben_Stanfield @AuburnMBB It is super fun to watch!  War Eagle.,167502789,walterchill,"[[-85.515405, 31.130472], [-85.334617, 31.130472], [-85.334617, 31.33397], [-85.515405, 31.33397]]",United States,"Dothan, AL",city,0,1
0,['ps4'],0,0,2020-04-04 01:48:52+00:00,1246253372572930048,ordered an anklet.. a ps4 controller.. and a phone case within the past 2 days😂. and i haven’t even been to the nova yet ☹️,948740815391608832,jenell_mya,,,,,0,0
0,['watching'],0,0,2020-02-14 00:05:01+00:00,1228107841812226048,@hayleemorgan15 I’m staying in and watching movies if you wanna join ❤️,752557345,newman_lacey,,,,,0,2
0,['wine'],0,0,2020-04-10 23:25:48+00:00,1248754081839157248,Workout and wine after,1156953259589939200,k_snatched,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,0,0
0,['watching'],0,0,2020-04-11 01:37:21+00:00,1248787185417011200,I’m watching Grey’s Anatomy right now https://t.co/9Rkn0oPTJR,1332462265,Pretty_Miyah_12,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,0,0
['drink'],0,0,['drink'],2020-06-04 13:37:52+00:00,1268537454136565761,Is 23 the age when you ask yourself if you should be worried about nearly blacking out every time you drink?,1003814315185659904,isotit,"[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]",United States,"Atlanta, GA",city,0,25
0,['cook'],0,0,2020-06-01 16:20:57+00:00,1267491331959472133,"Career tip for landing jobs like ""Line Cook"" in Ballwin, MO. Go on informational interviews. The best way to get a… https://t.co/rOapnmBhOl",29826574,tmj_jobs_other,"[[-90.59217, 38.54757], [-90.509959, 38.54757], [-90.509959, 38.624853], [-90.59217, 38.624853]]",United States,"Ballwin, MO",city,0,0
0,['watch'],0,0,2020-04-17 01:43:19+00:00,1250963015383556096,I could sit and watch James Bond movies all day honestly,265011882,_Eccentricity,"[[-86.7858813, 34.5784264], [-86.4369414, 34.5784264], [-86.4369414, 34.833627], [-86.7858813, 34.833627]]",United States,"Huntsville, AL",city,0,1
0,['watch'],0,0,2020-01-22 02:10:18+00:00,1219804449755074561,@angelo_back Do they not know that you have a beautiful lovely 😊 wife that y’all love ❤️ each other dearly watch ou… https://t.co/SUBVeAsLx8,1213953830225760256,angelayrutley,,,,,0,0
['drank'],['beer'],0,0,2020-03-26 02:10:22+00:00,1242997291386101760,@gabrielenguard I drank some very old beer,2275974465,TheMattRTR,,,,,0,0
0,['delivers'],0,0,2020-02-10 06:15:24+00:00,1226751500543807488,@JamesUrbaniak All I hear when he delivers his line: https://t.co/Bcp7MiILvS,27148471,Winn3317,"[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]",United States,"Nashville, TN",city,0,0
0,['watch'],0,0,2020-03-17 23:55:19+00:00,1240064201432813568,"With all the noise and chaos in the world right now, it felt good to sit on the front porch and watch this beautifu… https://t.co/hGwif2zVl3",2832228668,MayoWoodward1,"[[-86.912935, 33.294784], [-86.607247, 33.294784], [-86.607247, 33.476326], [-86.912935, 33.476326]]",United States,"Hoover, AL",city,0,2
0,['beer'],0,0,2020-01-31 00:07:36+00:00,1223035062700081152,I just earned the 'The Beer Hog (Level 3)' badge on @untappd! https://t.co/NpoWNVEB6I,1534515674,dsmith1524,,,,,0,0
['games'],['twitch'],0,0,2020-07-11 23:29:14+00:00,1282094631300235269,JACKBOX GAMES!!! Invite everyone you can!!  https://t.co/2dwv3I0y4n #twitch #PathtoPartner,1115005830280163328,KandaharKaptain,,,,,0,1
0,['cleaning'],0,0,2020-07-11 20:50:50+00:00,1282054767758512129,I got sunburned bad af while cleaning off my daddy’s grave. I’m not going back outside until Monday 😭,307976440,_ashnico,,,,,0,0
0,['watching'],0,0,2020-04-17 04:41:10+00:00,1251007774533865472,I’m finally watching the Original Star Wars™ movies! Does this mean I won’t feel like a fraud of a human being?,307079020,bgrogs,"[[-86.653157, 33.579698], [-86.542568, 33.579698], [-86.542568, 33.680085], [-86.653157, 33.680085]]",United States,"Trussville, AL",city,0,6
0,['watched'],0,0,2020-06-26 14:36:29+00:00,1276524741105463298,@WilliamShatner @Twitter @elonmusk Elon comments in general but seldom replies directly. I’ve watched you for decad… https://t.co/z1r0LwzzCD,805469338773913600,NewAgeDomes,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,1
['drink'],0,0,['drink'],2020-03-05 01:19:34+00:00,1235374359109386242,"@stovalltweets They know they can just buy a house on an island and drink margaritas all day, right?",245160834,AndrewHarris27,"[[-86.84954, 33.414818], [-86.762633, 33.414818], [-86.762633, 33.488982], [-86.84954, 33.488982]]",United States,"Homewood, AL",city,0,1
0,0,0,['social media'],2020-07-06 18:32:30+00:00,1280208014390280195,"1.5 inch #hail near Trenton, NJ REPORT VIA SOCIAL MEDIA WITH PHOTOS OF PING PONG BALL SIZE HAIL. (PHI) https://t.co/lHtqkCL2M0",275398567,StormerSite,"[[-74.749703, 40.1482235], [-74.6606509, 40.1482235], [-74.6606509, 40.2200089], [-74.749703, 40.2200089]]",United States,"White Horse, NJ",city,0,0
0,"['twitch', 'watches']",0,0,2020-01-08 17:24:16+00:00,1214961028380942336,@TheEllenShow Twitch watches “This is Us” in bed each night!,375334044,TitusMcTerry,,,,,0,0
0,['watch'],0,0,2020-07-01 01:13:58+00:00,1278134720191225861,do folks not watch the news? https://t.co/KJKMc39d99,392681952,JRReese08,,,,,0,0
0,['hbo'],0,0,2020-06-28 20:53:40+00:00,1277344439355269121,@flanaganfilm @hbomax Damnit I don't want to get HBO max,1075173421,Feinsanity,,,,,0,0
0,['watches'],0,0,2020-05-09 21:15:05+00:00,1259230435156078592,"Matt Cardona Reveals If He Watches AEW Dynamite (via @SportfusionApps #WWE #News)
https://t.co/faxaCDs9Yy",820746390049538048,Rodrick76496943,,,,,0,0
['game'],['gaming'],0,0,2020-05-15 20:05:02+00:00,1261387131169247238,"Facebook Gaming only has 1% of game streaming channels, yet it generates 11% of the hours watched.

Low competition… https://t.co/km92S8MvGv",423188726,AwallDigital,,,,,1,5
0,0,0,['hand washing'],2020-07-11 18:45:09+00:00,1282023138621042692,@politvidchannel @j_nyy Every1 is wearing masks....he still got flu..masks and hand washing may keep you from getti… https://t.co/ib59XjesJH,3081543629,jeffhendrix53,,,,,0,0
0,['cook'],0,0,2020-07-10 14:37:51+00:00,1281598516448690177,I’ll cook rice one by one first. Never making that mistake again https://t.co/clIzAv06rE,294597600,Laydee_Joyce,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,1
0,['watch'],0,0,2020-07-03 10:51:02+00:00,1279004717239209985,"@thomaskaine5 Every time I watch trump on TV,  I want to bust it out",453144804,PINKYPIE41,,,,,0,0
0,['watching'],0,0,2020-04-19 03:10:34+00:00,1251709747239309314,"Lately, all I been watching is Money Heist😭😭😭😭",1174877152673705984,Lanee_jicole,"[[-84.0457241, 33.624919], [-83.927994, 33.624919], [-83.927994, 33.702968], [-84.0457241, 33.702968]]",United States,"Conyers, GA",city,0,0
0,['watch'],0,['on facebook'],2020-05-27 15:13:43+00:00,1265662476500303874,Racist Man on Facebook Sean Baker Sr. Wanted Attention For Saying George Floyd’s Murder Was Glorious to Watch and H… https://t.co/W1z8gI71JS,139444104,SistrofGregGunn,,,,,0,0
0,['watching'],0,0,2020-07-08 04:21:22+00:00,1280718595731980289,@TjSotomayorKOC I've been watching your YouTube videos for a long time. Serious question. Do you think today's clim… https://t.co/zyIQixULPY,521975136,porkchawp55,,,,,0,0
['drink'],0,0,['drink'],2020-04-03 22:02:09+00:00,1246196316914561026,"@ashrpash I don't think anyone would drink mine, but the money is looking kind of good tbh",825912038341885952,MobtownK,,,,,0,1
['meeting'],"['tutor', 'tutors']",0,0,2020-02-17 20:44:53+00:00,1229507029427007488,Why schedule a meeting with a strange #tutor when you could use the TUTR app to #text local tutors 24 hours a day??… https://t.co/26I2aXOBoa,956546315714027520,TUTR__app,,,,,1,1
0,['watched'],0,0,2020-06-01 04:09:49+00:00,1267307340149202946,@NameIsTre @lola_olivz How did this tweet turnout? I just watched a protest leader say that the BPD was calling nam… https://t.co/qBapSQPckX,2884875704,cantbeatgold,,,,,0,0
0,0,0,['social media'],2020-01-10 13:59:57+00:00,1215634385686405125,I'm starting to track how I feel after browsing social media. The answer? Not good. I have to figure out a way to r… https://t.co/csUUZrDwYj,215839576,Laura_Axelrod,,,,,0,6
['service'],['clean'],0,0,2020-01-23 06:34:10+00:00,1220233240709074944,"We at the Troy Sports Radio Network offer clean, courteous service at a fair price: https://t.co/9wEipb2TWd",48849831,barrymcknight,"[[-91.655009, 30.146096], [-88.097889, 30.146096], [-88.097889, 34.995968], [-91.655009, 34.995968]]",United States,"Mississippi, USA",admin,2,25
0,['watching'],0,0,2020-06-22 19:03:26+00:00,1275142370321993729,I could not agree more. I have never been a huge @NASCAR fan but now I will be watching today and pulling for… https://t.co/oguxdmRXqJ,236168898,bryancombscrnp,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,0,0
['concert'],['watch'],0,0,2020-03-30 00:59:05+00:00,1244428902359085056,Hey let’s all watch that commercial-free living room concert on Fox right now.,19716826,APD324,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,0,2
0,['watching'],0,0,2020-01-13 03:43:47+00:00,1216566484840931328,@Tekking101 I have been watching your videos for years now. Please check out my new YouTube channel- Life N Tha Moment,1207347876411645952,lifenthamoment,,,,,0,0
0,['gin'],0,0,2020-01-11 02:36:04+00:00,1215824668957007879,I fucking love a good gin &amp; tonic; even if it is house liquor,106603925,Oscar95__,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,0,0
0,['watch'],0,0,2020-02-17 17:12:32+00:00,1229453587320799232,This is so satisfying to watch https://t.co/MvkL1TvBxe,746792844367699968,205Zay,"[[-91.655009, 30.146096], [-88.097889, 30.146096], [-88.097889, 34.995968], [-91.655009, 34.995968]]",United States,"Mississippi, USA",admin,0,0
0,['cooking'],0,0,2020-03-29 23:33:05+00:00,1244407261042262016,@SometimesTravie You ain’t cooking them right then lol,519747173,Crafty_Righty,,,,,0,0
0,['cook'],0,0,2020-06-25 20:48:24+00:00,1276255949326553096,What do I want to cook tonight?,94215890,_astoldbytimiya,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,0,0
0,['delivered'],0,0,2020-05-17 00:12:14+00:00,1261811731787124737,@theresama26 @Sean92790688 @RealMattCouch 14×28  5 axles 10 tires in transport  I delivered them all over the Unite… https://t.co/YCZgYc4r50,828454026391990272,StevenW99451879,"[[-86.583643, 36.12784], [-86.456775, 36.12784], [-86.456775, 36.315578], [-86.583643, 36.315578]]",United States,"Mount Juliet, TN",city,0,0
0,"['watch', 'netflix']",0,0,2020-05-24 02:30:53+00:00,1264383337055035393,@gyab_x Thanks lol. I’m gone probably watch Netflix tho 😌,262223365,CantCloneHBeezy,,,,,0,0
0,['clean'],0,0,2020-02-19 18:36:23+00:00,1230199466638151680,@steffanymoneque Bish 👀 is she in a damn car?! Who gone clean that mess up? This video made me so uncomfortable. Bunch of weirdos 🥴,981155862,ashleeeeyann13,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,0
0,['watch'],0,0,2020-04-15 04:42:04+00:00,1250283222455341059,Finally able to watch little fires,1156953259589939200,k_snatched,"[[-84.597615, 33.542538], [-84.485509, 33.542538], [-84.485509, 33.633988], [-84.597615, 33.633988]]",United States,"Union City, GA",city,0,0
0,['watched'],0,0,2020-01-03 15:29:48+00:00,1213120282099097600,"@Josh_gethigher I watched it, and got on FB after. Why did I do that. 🤦🏿‍♀️ Folks was “excited” to see their BD or… https://t.co/RdjowMvWKx",982064098425884672,RoyalMoor89,,,,,0,0
0,['clean'],0,0,2020-05-19 12:36:52+00:00,1262723898497523712,@atspace Not really.  I'm clean,307633778,GoBigGurlsGo,,,,,0,1
0,0,0,['social media'],2020-06-02 00:36:26+00:00,1267616024876199942,I’m about to take a break from social media.,496574315,Beautyej__,,,,,0,5
0,['watching'],0,0,2020-06-01 05:05:29+00:00,1267321348554215426,@IAMBARNINGHARD I’m definitely not watching his videos again.,2279359386,vadasy_kenny,,,,,0,10
['delivery'],['delivery'],0,0,2020-03-07 16:13:30+00:00,1236324104288055297,#groceryshopping #delivery #walmartonlinegrocery @ The Woods https://t.co/xk6ijMiRWc,47953061,cnotes4clos,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,0,0
0,['disinfecting'],0,0,2020-04-22 22:36:04+00:00,1253090220796514305,Cleaning and Disinfecting against #COVID19 @ALPublicHealth https://t.co/fwOwqFaBez,41834518,Toney_FD,"[[-86.7325830008109, 34.88344852973451], [-86.7325830008109, 34.88344852973451], [-86.7325830008109, 34.88344852973451], [-86.7325830008109, 34.88344852973451]]",United States,"Toney, AL",poi,0,0
0,['watch'],0,0,2020-04-14 22:49:15+00:00,1250194437130649600,@MobILLionaire_ Every time I watch one of these it makes me feel so much better about how I play lol,42343562,trellw_,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,0,0
0,['cooking'],0,0,2020-06-22 02:52:06+00:00,1274897923986403329,@BuiltBySaban @KristenSabanS Whatcha cooking back there,1901846995,HMossy73,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,0,0
0,['baking'],0,0,2020-01-05 17:46:40+00:00,1213879499185688576,in 2020 can y’all please start baking and setting your faces with some kind of tinted translucent powders,1576491230,ironicallychey_,"[[-82.293902, 28.962902], [-82.0278293, 28.962902], [-82.0278293, 29.277543], [-82.293902, 29.277543]]",United States,"Ocala, FL",city,2,9
0,['beer'],0,0,2020-04-25 22:00:01+00:00,1254168310662430720,@JasminBuffy1255 Questions or beer?,1196342481576574976,GaryLSauerJr,,,,,0,1
['store'],['xbox'],0,0,2020-05-03 03:44:00+00:00,1256791591492222977,@TheQuartering for rent or purchase on the Microsoft store...least it is via xbox!! https://t.co/79bQ6LsR40,521975136,porkchawp55,,,,,0,0
0,['watching'],0,0,2020-06-16 11:29:16+00:00,1272853745701920768,"@AuLorenzo @SECNetwork Well, I’m paying for it, but I’m barely watching it. Nothing to see except @finebaum",256163722,jeffpurcell50,,,,,0,0
0,['watching'],0,0,2020-04-29 22:23:22+00:00,1255623739905060866,@LeoTheLigerr Yesssss I’ve been watching YouTube videos like crazy! I can’t wait to make things,2798508005,KatwianTheKat,"[[-87.066047, 33.4022082], [-86.918524, 33.4022082], [-86.918524, 33.494969], [-87.066047, 33.494969]]",United States,"Hueytown, AL",city,0,0
0,['watching'],0,0,2020-06-15 15:28:05+00:00,1272551458991493121,Still love me some Danny Brown ! Gonna miss LIvePD enjoyed watching how you interacted with the public and how well… https://t.co/fisqXwdYmV,232011066,jojonana1,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,0
['drinking'],['ipas'],0,0,2020-02-19 21:21:47+00:00,1230241089640181760,I was voting for Bernie Sanders before you were even drinking IPAs.,239170014,GuyFrizzell,,,,,0,2
0,['watch'],0,0,2020-03-15 03:00:49+00:00,1239023719923822593,I’m gonna watch so much TikTok,16334969,MadisonU,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,0,5
0,['delivers'],0,0,2020-07-04 04:05:23+00:00,1279265022812786688,Trump Delivers Divisive Culture War Message at Mount Rushmore https://t.co/MswELIbnS7,122280853,Rachel_McRea,,,,,2,1
0,['watching'],0,0,2020-05-25 03:39:26+00:00,1264762977275842567,I can be such a crybaby when I’m watching tv shows,1014944235072704512,theyl0vede,,,,,0,1
0,['snapchat'],0,0,2020-07-03 02:41:05+00:00,1278881420052779009,@dezmc5 @coltonjinks @desiree_vincent So you go run behind your phone on Snapchat to try to get people to “drag” me… https://t.co/wGW0odEUcJ,313505413,sanderslol,,,,,0,0
['drink'],['cocktail'],0,['drink'],2020-07-06 20:48:28+00:00,1280242233296465930,I’ve been very impressed by @makailajaay Cocktail and mix drink business. Nothing but 10/10 reviews I’ve heard abou… https://t.co/SAkF9s0ye0,544751564,GangstaL95,,,,,2,9
['train'],['watching'],0,0,2020-06-27 10:26:05+00:00,1276824113613586433,And good to have you on the #WCVB train with us! Thanks for watching! https://t.co/JtYsFdUITy,30589256,WxManAJB,,,,,2,6
0,0,0,['social media'],2020-06-02 23:40:50+00:00,1267964422938603522,"1 inch #hail near Trempealeau, WI RELAYED VIA SOCIAL MEDIA PHOTO. (ARX) https://t.co/yydchgPXNk",275398567,StormerSite,"[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]",United States,"Wisconsin, USA",admin,0,0
0,['watch'],0,0,2020-01-19 16:25:33+00:00,1218932515983036416,Imagine paying money to watch an Irish terrorist fight a red neck,1855643856,IsaacMcNutt02,"[[-87.741289, 34.73094], [-87.6664409, 34.73094], [-87.6664409, 34.7805085], [-87.741289, 34.7805085]]",United States,"Sheffield, AL",city,1,3
0,['watch'],0,0,2020-07-05 08:23:19+00:00,1279692322201010176,@The_Nenye Watch ASMR or satisfying posts...bound to increase ur wave x10,186479475,BellaLaBomba,,,,,0,0
0,['cleaning'],0,0,2020-05-12 17:40:47+00:00,1260263665959415809,@greta Working with a crew cleaning the weeds out of soybean crops and detasseling corn stalks.,15147009,SouthernConLady,,,,,0,5
['drink'],0,0,['drink'],2020-05-07 02:10:39+00:00,1258217651828150275,I eat my food loud and make noises when I drink ever since I found out my gf is into those ASMR videos on YouTube 🤣,265011882,_Eccentricity,"[[-86.7858813, 34.5784264], [-86.4369414, 34.5784264], [-86.4369414, 34.833627], [-86.7858813, 34.833627]]",United States,"Huntsville, AL",city,0,0
0,['watching'],0,0,2020-05-23 22:54:08+00:00,1264328792367075328,@CaliMarie_ 😂😂😂 yessss I was like “what’s the point in watching now”,54608465,MoodyGeee,,,,,0,0
['drink'],"['whiskey', 'beer']",0,['drink'],2020-01-11 02:45:01+00:00,1215826921650565120,@CraftyJillyBean I like you I really do but I drink whiskey cuz beer don't do it for me no more I'm talkin Tennesse… https://t.co/l3pv7BsPRt,1181219734383157248,Duck71151807,,,,,0,1
0,0,0,['on twitter'],2020-05-20 12:30:41+00:00,1263084732960686081,@Corrupt_YT_ @EchoThruMe Send me a direct message on Twitter. I do coaching on a limited basis.,423188726,AwallDigital,"[[-87.259577, 30.399257], [-87.149742, 30.399257], [-87.149742, 30.510326], [-87.259577, 30.510326]]",United States,"Pensacola, FL",city,0,2
0,['disney+'],0,0,2020-06-08 23:29:49+00:00,1270135976615202818,So i tweet that I’m sad and want nudes and got nothing but when i tweet i got a free Disney+ account 7 of you hoes… https://t.co/c2nyZii32k,4210516299,K_E_L_95,,,,,0,1
0,['clean'],0,0,2020-01-20 16:45:51+00:00,1219300013844717570,"""Time to lean, time to clean"" is a real thing unless your time is so valuable you are paying someone else to do you… https://t.co/iw9wlureZM",142784301,MikeWhite29,,,,,0,0
0,['watch'],0,0,2020-01-06 21:09:05+00:00,1214292829989675011,@alivarner85 Watch “Burning” (Beoning),52880431,Ryanwtking,"[[-86.912935, 33.294784], [-86.607247, 33.294784], [-86.607247, 33.476326], [-86.912935, 33.476326]]",United States,"Hoover, AL",city,0,1
0,['watching'],0,0,2020-01-17 05:04:45+00:00,1218036411435245569,Finally Done Watching The @CobraKaiSeries And Definitely Awesome A Shout Out To @ralphmacchio And @WilliamZabka Def… https://t.co/6zrhbVzON1,2272501387,awesome_malcolm,,,,,0,0
0,['watch'],0,0,2020-05-23 20:03:57+00:00,1264285963276165120,Great day!!! 💚🏈🧡 Thank you @ChristinaWBRC !!!! Watch Coach on @WBRCnews at 5 and 9!!! @fcahuffmanviks @huffman_ad… https://t.co/Bo8mmkthGh,4910642085,ann1967smith,"[[-86.656883, 33.653873], [-86.5702752, 33.653873], [-86.5702752, 33.728871], [-86.656883, 33.728871]]",United States,"Clay, AL",city,2,14
0,0,0,['social media'],2020-01-25 18:55:26+00:00,1221144564637061120,No they didn’t.  But this message looks like others being distributed through social media channels. Spinning the t… https://t.co/kkEUJq9KDV,3276665468,DaphneSimpkins,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,0,0
0,0,0,['on facebook'],2020-05-21 21:28:23+00:00,1263582437411418112,Join me on Facebook Live Tomorrow Night at 7pm cst.  #cityharvestnetwork #jesus #holyghost #holyghostpower… https://t.co/bhhC98sJOQ,133028016,ProphetLaneSitz,"[[-86.079043, 33.933091], [-85.934616, 33.933091], [-85.934616, 34.073159], [-86.079043, 34.073159]]",United States,"Gadsden, AL",city,0,2
0,['watching'],0,0,2020-05-02 22:54:41+00:00,1256718783672090626,I’m watching Sonic the Hedgehog because I’m now a Ben Schwartz stan,16334969,MadisonU,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,0,9
0,['cooking'],0,0,2020-05-11 05:59:43+00:00,1259724849456406529,@mojicaaaaaa Thats like top notch cooking with all the variety ahhaha!,524084025,dredreceni,"[[-118.037546, 33.973234], [-117.927186, 33.973234], [-117.927186, 34.031527], [-118.037546, 34.031527]]",United States,"Hacienda Heights, CA",city,0,1
0,['watching'],0,0,2020-03-03 01:39:45+00:00,1234654664630636547,I’m watching the women tell all while researching my ballot for tomorrow,74277014,lexuigi,,,,,0,1
['concert'],['snapchat'],0,0,2020-05-26 16:39:20+00:00,1265321634895998977,"no one wants to see the entire concert you went to 3 years ago on snapchat okay? 
if we wanted to see it we would’ve gone",730173627392348160,keazzzzzy,"[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]",United States,"North Carolina, USA",admin,2,3
0,['wine'],0,0,2020-03-06 05:10:29+00:00,1235794861237903361,Girl wanted me to wine and dine her for the pussy tonight...I said nah and went to go make more money after work in… https://t.co/8v7DEaKrTp,73179146,Casanovalove,"[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]",United States,"Atlanta, GA",city,0,1
0,['watching'],0,0,2020-01-19 17:14:53+00:00,1218944933282770946,#crazyfun watching #genius at work #lacuisine  #howmanycourseswasthat #amazingsnapper #hazelnutcream #mindblown in… https://t.co/7WD78f3G8m,898351,Lem_G,"[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]",United States,"Manhattan, NY",city,0,0
0,['watch'],0,0,2020-01-16 23:49:44+00:00,1217957135868420101,"@aptmltmommy &amp; me just settling in to watch the @netflix show, #AaronHernandez &amp; 3-5 minutes in &amp; #hooked! #Crazy",28569814,ause7en,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,1
0,['netflix'],0,0,2020-04-14 00:15:47+00:00,1249853824891850752,Oooooooooooo new season of @KimsConvenience on #Netflix woooot!,521975136,porkchawp55,,,,,0,0
0,['watched'],0,0,2020-03-22 14:37:17+00:00,1241735704872456192,@CARMA_X9 We watched Self made &amp; The Pharmacist yesterday,480100864,MajorHairtraper,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,0,1
0,['deliver'],0,0,2020-03-25 21:04:59+00:00,1242920436922548225,@SuriusVsVodka They going to deliver meal when you run out of food?,15147009,SouthernConLady,,,,,0,0
0,['beer'],0,0,2020-04-07 20:32:46+00:00,1247623374500704256,I just earned the 'National Beer Day (2020)' badge on @untappd! https://t.co/quYZC1XkL2,22069316,River_Possum,,,,,0,0
0,['watching'],0,0,2020-05-22 23:31:00+00:00,1263975681618325512,"STORM TRACKING: @gannweather watching these storms as they track North on radar.

LATEST: https://t.co/2FYSBnwE6c #alwx @CBS_42",740267807888318464,GriffinHardyWX,,,,,0,0
0,['watching'],0,0,2020-05-05 03:51:37+00:00,1257518286339743749,"@thehill Love watching Trump put these Fake News screwballs in there place, and then all these hate trolls spewing… https://t.co/D4KBAVpQAI",1164988097664364544,JrSowder,,,,,0,0
0,['watching'],0,0,2020-06-25 22:21:30+00:00,1276279376506753024,@thedjsunflower I started watching that and fell off. I really like it....🤔 think Imma start over,294597600,Laydee_Joyce,,,,,0,1
0,['watching'],0,0,2020-05-19 01:06:44+00:00,1262550219738222592,@ajswann10 looks like Tennessee is watching you. Enjoy your recruitment and come to Big Orange Country.  Play with Miles.,976978768865710080,EskerHarrison4,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,0,0
