text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant,state
['game'],0,0,0,2020-03-28 01:15:35+00:00,1243708278917353474,The 740 Game Room - Quarantine Edition - Lets Play #DiamondDynasty on @MLBTheShow https://t.co/CwKJS4guob,46243230,JoeHunk,0,0,,,,,,Alabama
['practicing'],0,0,['social distancing'],2020-05-18 17:31:39+00:00,1262435695450296323,"This Quarantine has taught me that my Immune System is STRONG AF. I've not been practicing social distancing, I've… https://t.co/B23hRCVJrK",170148722,iTweetBrando,0,0,,,,,,Alabama
['flying'],0,0,0,2020-01-20 12:56:10+00:00,1219242213445722112,@TarHeelsCowboys @CraigSroka12 Flying out of Charlotte to Germany tonight and then connecting flight to Israel,1188467487031091200,deannamarsh751,0,34,,,,,,Alabama
['commuting'],0,0,0,2020-01-27 23:48:14+00:00,1221943024827162627,@iPadMatt Yes...commuting from the North Shore. That year...well...sucked.,30589256,WxManAJB,0,1,,,,,,Alabama
['bar'],0,0,0,2020-07-09 23:42:09+00:00,1281373106288889860,@aerodgers Please support diploma privilege for Virginia bar exam takers. We take the exam in 2+ weeks and the COVI… https://t.co/dB92OigByk,242047504,LegallyAutumn,0,3,,,,,,Alabama
['gyms'],0,0,0,2020-03-20 12:20:59+00:00,1240976631499567104,JSU URec closed its doors yesterday. Thanks URec for sending your students out into public gyms to catch the corona… https://t.co/b3dhrGEpJU,1357686139,kev23sep,0,0,"[[-85.9258251, 33.552521], [-85.715332, 33.552521], [-85.715332, 33.639362], [-85.9258251, 33.639362]]",United States,"Oxford, AL",city,,Alabama
['meeting'],0,0,0,2020-04-18 17:31:48+00:00,1251564096719290373,Join the AANA BOD at 1300 CST for the open session BOD meeting. The link is in your email. @angiecrna @IiiDrews… https://t.co/ZoNvnDniIV,957357313,alacrna,3,11,,,,,,Alabama
['game'],0,0,0,2020-05-25 17:49:12+00:00,1264976829057839105,I remember we beat Adamsville so bad they quit mid game 🤣,313745976,dreamchasingAD,0,0,,,,,,Alabama
"['game', 'game']",0,0,0,2020-03-22 02:40:17+00:00,1241555266895839232,"I found game 7 on YouTube! Too late to start it tonight, but crack of dawn , GAME TIME",1007907384,cubsfan038,0,1,"[[-86.653157, 33.579698], [-86.542568, 33.579698], [-86.542568, 33.680085], [-86.653157, 33.680085]]",United States,"Trussville, AL",city,,Alabama
['game'],0,0,0,2020-01-17 17:32:14+00:00,1218224522874294275,Incredible numbers out of Birmingham even with no team out of the state playing in the game. Birmingham is mecca of… https://t.co/cZf86xjPpq,245147026,colincahill13,0,1,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['store'],0,0,0,2020-04-13 15:04:09+00:00,1249714999314001920,I ain’t never went in no damn store getting a 2 Liter of Minute Maid. Only fucks with the Cartons ! https://t.co/HUh5wPJY7x,224686897,Salute_Da_Swagg,1,1,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['games'],0,0,0,2020-07-08 00:15:20+00:00,1280656678317367297,Huntsville and Madison Academy has lost a great person.  Jack Kelly was a fixture at our games and season ending ba… https://t.co/XXVUW6qcRR,596439322,CoachBlackston,3,49,,,,,,Alabama
['basketball'],0,0,0,2020-02-25 17:41:03+00:00,1232359867047927808,"@sudaniibabe @cxrodge This was it, my mans put the basketball choreo in it too",401716247,sierratana_,0,0,,,,,,Alabama
['shop'],0,0,0,2020-05-27 15:19:21+00:00,1265663892220456962,"guess I’ll gone go to the nail shop, I can’t deal with a broken fingernail 😭",290931186,earlandreaaa,0,0,,,,,,Alabama
['store'],0,0,0,2020-07-05 19:06:32+00:00,1279854190441885697,"We're hiring in #PanamaCityBeach, FL! Click the link in our bio to apply to this job and more: barista - Store# 117… https://t.co/jph1iHgmXl",29826574,tmj_jobs_other,0,0,"[[-85.95802, 30.1650609], [-85.7860766, 30.1650609], [-85.7860766, 30.266595], [-85.95802, 30.266595]]",United States,"Panama City Beach, FL",city,,Alabama
"['travel', 'parks']",0,0,0,2020-06-14 13:06:59+00:00,1272153562538291200,"This just confirmed that as a travel agent, I do not reccomend going to theme parks for a while. There’s no social… https://t.co/SZ02lwZoT9",326444760,TheRealKHop,0,1,"[[-90.310298, 34.982924], [-81.646901, 34.982924], [-81.646901, 36.678119], [-90.310298, 36.678119]]",United States,"Tennessee, USA",admin,,Alabama
['visit'],0,0,0,2020-02-01 01:36:17+00:00,1223419766939029504,"Tomorrow #7 Chipola will visit #2 Gulf Coast in a BIG Panhandle match up!!! Tip-off is at 4:00pm CST, Commodore Nat… https://t.co/JfWlRSo8Dg",1194848333908627456,gulfcoastst,3,9,"[[-85.72669181164743, 30.185604113307306], [-85.72669181164743, 30.185604113307306], [-85.72669181164743, 30.185604113307306], [-85.72669181164743, 30.185604113307306]]",United States,Gulf Coast State College,poi,,Alabama
['campus'],0,0,0,2020-02-07 18:53:31+00:00,1225855123437555712,@wholesomedoc And they learn how it's done long before they step on campus. Because surely you know there's basical… https://t.co/Rde5GPC9fQ,504866340,CCThinkinWrite,0,0,,,,,,Alabama
['office'],0,0,0,2020-07-13 03:41:39+00:00,1282520541132468226,Ahhhh the redskins front office are a bunch of pussies,1196996893588557824,DrunkMacJones,0,3,,,,,,Alabama
['beach'],0,0,0,2020-01-26 17:55:29+00:00,1221491865612058626,🌴 California Palm Tree Lanes 🌴 @ Long Beach Exchange https://t.co/DRYfqXgg4v,716709528,Verus_Animus,0,0,"[[-118.250227, 33.732905], [-118.0631938, 33.732905], [-118.0631938, 33.885438], [-118.250227, 33.885438]]",United States,"Long Beach, CA",city,,Alabama
['fly'],0,0,0,2020-04-19 20:31:28+00:00,1251971698427133952,"Tonight's 'Rona Movie Mania ! Harry Potter makes the day fly by !

#7shadowsmarket #harrypotter #muggle #hogwarts… https://t.co/ykrumR7KNy",876497392773865472,7ShadowsMarket,0,0,,,,,,Alabama
['uber'],0,0,0,2020-04-24 21:39:31+00:00,1253800764788494338,it's ur uber driver...am here https://t.co/1vo2ti3MQ1,981298369082658816,dreamcasthime,12,38,,,,,,Alabama
['game'],0,0,0,2020-02-02 19:42:59+00:00,1224055632887762948,WTVY vs Dothan Police Dept Charity Game https://t.co/RJfwy38rDw,881407105,rotyty5,0,1,"[[-85.4035834011789, 31.206123539252886], [-85.4035834011789, 31.206123539252886], [-85.4035834011789, 31.206123539252886], [-85.4035834011789, 31.206123539252886]]",United States,Rip Hewes Stadium,poi,,Alabama
['trip'],0,0,0,2020-03-01 14:32:31+00:00,1234124361268912129,Never forget.  Reminders of World War II were found in unexpected places during our 2017 trip. #Tours #France https://t.co/AWDwLhivFJ,187752756,alleygroup,0,5,,,,,,Alabama
['barbers'],0,0,0,2020-05-23 16:49:57+00:00,1264237139803471872,@Haleiigh_ That’s prolly true lol good thing I’m from Orlando and can have 3 barbers pull up,4210516299,K_E_L_95,0,1,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,,Alabama
['rideshare'],0,0,0,2020-07-04 22:30:07+00:00,1279543037304004609,#Carpool #Seattle -&gt; #Snoqualmie #SnoqualmieCasino rideshare #splitcosts https://t.co/lpVWctqzrx,87188071,carpoolworld,0,0,"[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]",United States,"Seattle, WA",city,,Alabama
['trip'],0,0,0,2020-01-17 07:19:56+00:00,1218070434425511936,I was in 3rd grade on a field trip we were sitting outside I dropped all of my lunch my teacher made me sit there w… https://t.co/QtK70Su93m,255318454,Whittt_leeey,1,1,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,,Alabama
['theater'],['watch'],0,0,2020-06-16 01:10:16+00:00,1272697971033980930,"@RTRWLT I agree with U on that. I may watch the news once a week, if that!!!! They are all yelling fire, in a crowded theater.",748916069402865664,DerrickPruitt6,0,1,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
['game'],0,0,0,2020-01-14 08:03:35+00:00,1216994253211152384,"#StardewValley dropping some hard truths over here.

I love this game. 😭❤ https://t.co/aeXpT3EHGO",3011913140,christieish,0,3,,,,,,Alabama
['golfing'],0,0,0,2020-05-11 16:35:00+00:00,1259884725851873281,@sunny Your GOD Obama can go golfing with no mask but please preach at the rest of the world except him. He can do… https://t.co/0bYem60lVX,1178898953552707584,NancyPo09910026,0,0,,,,,,Alabama
['beach'],0,0,0,2020-06-07 15:47:58+00:00,1269657359456055296,@ianbremmer When the virus spreads they will blame it on the people that went to the beach,1007907384,cubsfan038,0,1,,,,,,Alabama
"['bar', 'bar']",0,0,0,2020-02-22 21:58:52+00:00,1231337587178123267,"When I see someone quote a basic bar in a rap song , I automatically assume that part was the catchy part cause the bar was not hawt",246822658,Deli3Dish,0,0,,,,,,Alabama
['subway'],0,0,0,2020-01-14 21:00:30+00:00,1217189772554330113,@MichaelBurgess6 let’s all agree subway forever at the bottom,551318123,chancehoffmann3,0,1,,,,,,Alabama
['cafe'],0,0,0,2020-01-10 01:47:34+00:00,1215450074232344576,Shrimp pasta! @ Two Salmon Cafe https://t.co/GmiXNJHqWI,716709528,Verus_Animus,0,0,"[[-124.848975, 45.543542], [-116.915989, 45.543542], [-116.915989, 49.0025023], [-124.848975, 49.0025023]]",United States,"Washington, USA",admin,,Alabama
['game'],0,0,0,2020-02-07 16:55:59+00:00,1225825544937316353,"Yes. Was very nice day.

May be the only game where Braxton Key, Riley Norris, and Jimmie Taylor all hit double fig… https://t.co/4bxDbLCS79",838858753466302464,UARoundballGuy,0,4,,,,,,Alabama
['game'],0,0,0,2020-01-31 01:20:56+00:00,1223053519181295616,Damn my man couldn’t even wait to play this video game till I got home. #shady 😹😹😹 lmao,954156024650502144,genah_g,0,1,"[[-96.649744, 39.159985], [-96.499443, 39.159985], [-96.499443, 39.259872], [-96.649744, 39.259872]]",United States,"Manhattan, KS",city,,Alabama
['game'],0,0,0,2020-01-23 15:45:27+00:00,1220371978730835969,"@CoachHughOsteen @BamaBopp Y'all put me in the game, I didn't even know there was an alternate SEC network channel! Appreciate it!!",37106650,gmaine6504,0,1,,,,,,Alabama
"['office', 'game']",0,0,0,2020-02-04 20:44:22+00:00,1224795857234452480,"Thursday is Academic All-Stars Night 📚⭐️ 

Print🖨️or show 📱this offer at the UAB Ticket Office on game day for a sp… https://t.co/UCdFzd5iE6",2306961828,UAB_MBB,2,3,,,,,,Alabama
['drink'],0,0,['drink'],2020-02-28 16:06:01+00:00,1233423115859918848,not gonna lie i used to do this as a kid 😂 id go outside and play all day and come home and get that first drink of… https://t.co/kzGvujiSfz,3815908516,divinityth0t,1,2,,,,,,Alabama
['airport'],0,0,0,2020-06-24 21:33:38+00:00,1275904942423695360,SHELBY COUNTY AIRPORT Jun 24 Climate: Hi: 78 Lo: 68 Precip: 0.11 Snow: M https://t.co/2rpnzCFb8U,34939971,iembot_bmx,0,0,,,,,,Alabama
"['bars', 'restaurants']",0,0,0,2020-04-29 22:41:18+00:00,1255628250929381379,@C_Resterhouse18 No bars. Only restaurants at 25%,2775311220,dfsnole,0,0,,,,,,Alabama
['hotel'],0,0,0,2020-02-22 14:52:47+00:00,1231230360895311872,"New hotel, nice rooms, tasty food. View from my window...
@joefishervu #RoomWithAView https://t.co/KFlg3zXRYW",22492283,Chip_Walters,0,5,"[[-89.3398129, 31.3499552], [-89.3398129, 31.3499552], [-89.3398129, 31.3499552], [-89.3398129, 31.3499552]]",United States,Holiday Inn Hattiesburg - North,poi,,Alabama
['camp'],0,0,0,2020-03-02 04:24:55+00:00,1234333840715472896,@marlon_humphrey Where did you camp?  Idaho by chance??,970146264,amyashleycarter,0,0,,,,,,Alabama
['office'],0,0,0,2020-01-16 12:57:29+00:00,1217792990388871168,Just look at the weird people we have in office. Just how in the heck did they get these positions 🤔 Thanks CNN for… https://t.co/sxTXvxcWq6,1146587872671293440,Godsfirmament,0,1,,,,,,Alabama
['campus'],0,0,0,2020-05-29 20:59:10+00:00,1266474184751931399,"The campus remains under limited business operations, and students have continued to move out of their spring semes… https://t.co/bdalExdGlo",18685948,UofAlabama,0,7,,,,,,Alabama
['restaurants'],0,0,0,2020-02-14 15:48:15+00:00,1228345215901208577,@Mortons hey i went to one of y’all’s restaurants recently and i’ve been using your matches to light my candles but… https://t.co/7zbUX3VE8v,1165059739090333696,JoshMolloy3,0,0,,,,,,Alabama
['basketball'],0,0,0,2020-01-26 15:07:33+00:00,1221449604304076805,@mstatesports It always shocks me when people say CBB is better than NBA. Too much bad basketball in CBB,46243230,JoeHunk,0,0,,,,,,Alabama
0,0,['go out'],0,2020-05-26 02:44:27+00:00,1265111529114013697,I can’t wait until the city safe again so I can go out one good time then go back to lying like I’m going 😭,262223365,CantCloneHBeezy,0,2,,,,,,Alabama
['game'],0,0,0,2020-03-18 12:17:25+00:00,1240250956132028417,More sports photos I've taken: this one is from the 2018 #MusicCityBowl when I covered the game for @ISC_PU. I'd li… https://t.co/Gdi5plHsn5,187752756,alleygroup,0,2,,,,,,Alabama
"['traveling', 'vacation']",0,0,0,2020-06-30 16:30:02+00:00,1278002868251881472,#Carpool #Franklin -&gt; #Orlando I am traveling to Orlando for vacation and my companion had to cancel at the last mo… https://t.co/bD2fDn62Rx,87188071,carpoolworld,0,0,"[[-86.935419, 35.85036], [-86.766934, 35.85036], [-86.766934, 36.019674], [-86.935419, 36.019674]]",United States,"Franklin, TN",city,,Alabama
['shop'],0,0,0,2020-06-28 15:46:05+00:00,1277267033256873985,I’m finna go to the donut shop.,400762460,TiasInterlude,0,0,,,,,,Alabama
['office'],0,0,0,2020-02-17 03:12:38+00:00,1229242223331508231,@Uman85 @Jared_Tims Maybe all of this will get him out of the commissioners office,1007907384,cubsfan038,0,9,,,,,,Alabama
['trained'],0,0,0,2020-05-03 19:26:40+00:00,1257028824421842945,"1 inch #hail near Lake City, AR HAIL TO 1 INCH REPORTED BY TRAINED SPOTTER. (MEG) https://t.co/Q2sLziFJvi",275398567,StormerSite,0,0,"[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]",United States,"Arkansas, USA",admin,,Alabama
['drink'],0,0,['drink'],2020-03-06 06:44:49+00:00,1235818600155377667,Drinking on this new drink for me that called “bang” cherry blade lemonade 😎👌🏾,78522270,21primetyme,0,0,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['game'],0,0,0,2020-07-13 18:41:27+00:00,1282746982755377153,"@shemtom17.. Yow Bro!
How about a game of chess? https://t.co/DafA3AX3Z4",1229390555056136192,newsonmwai93,1,2,,,,,,Alabama
['shopping'],0,0,0,2020-06-12 23:25:18+00:00,1271584392654155776,my moms closet &gt;&gt;&gt; shopping,452253838,Kenny_Daay,0,0,,,,,,Alabama
['traveled'],0,0,0,2020-02-23 01:52:57+00:00,1231396497457061888,They put here saying Petty traveled again. I call bs,355180215,cbreezyyo,0,0,,,,,,Alabama
['hotel'],0,0,0,2020-02-02 17:36:12+00:00,1224023726192308232,@MadzGarrett Hotel: Trivago,767713609342414848,YoItsAustinPool,0,2,"[[-86.198196, 32.4690207], [-86.181597, 32.4690207], [-86.181597, 32.488562], [-86.198196, 32.488562]]",United States,"Blue Ridge, AL",city,,Alabama
['office'],['disinfect'],0,0,2020-03-16 14:25:38+00:00,1239558449417117697,"@reggirah it's not that bad, I only got the office and two bathrooms to mop and a hand full of doors to disinfect, at least I'm getting paid",1969593726,Axel3DandFoxy,0,0,,,,,,Alabama
['drink'],0,0,['drink'],2020-06-15 12:13:24+00:00,1272502467457101824,@mattgaetz @realDonaldTrump No they think you drink and drive and could kill someone’s child and because of your sk… https://t.co/sGbFWhUuOl,1015008139270414336,celset2,0,0,,,,,,Alabama
['trip'],0,0,0,2020-01-18 19:26:19+00:00,1218615619777679361,"You’ve gotta be kidding me.  

An opportunity to go into the half down 1 possession and all we do is trip over our own feet the whole time.",1019808741426913280,zweb95,0,0,"[[-85.515405, 31.130472], [-85.334617, 31.130472], [-85.334617, 31.33397], [-85.515405, 31.33397]]",United States,"Dothan, AL",city,,Alabama
['mall'],0,0,0,2020-01-22 03:04:56+00:00,1219818197815156738,@Chhachhi22 @Miah_12 Next to the mall.,2881381176,J0hnnyBroadcast,0,1,,,,,,Alabama
['fly'],0,0,0,2020-05-29 04:38:29+00:00,1266227388612055040,"@chapps I had plans to go back this summer, but I'm not even sure ill be able to fly to Europe...",552908118,fredericlecut,0,1,,,,,,Alabama
['bars'],0,0,0,2020-03-13 20:15:16+00:00,1238559273959018496,Straight bars... bow bow bow bow bow!,515883022,_StateOfNate,0,0,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
0,0,['hang out'],0,2020-06-28 23:59:08+00:00,1277391112685092871,Hi. Let’s hang out again after COVID @Glamazon1026 😫 https://t.co/36gTh5630l,954053050611785728,BrewedBlackGirl,0,2,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['basketball'],0,0,0,2020-03-19 18:33:21+00:00,1240707951192489984,8 days without basketball and niggas posting Jamario Moon highlights. I never heard of this nigga.. we’re DOOMED... https://t.co/CGnoDcpeq5,396353903,ItsTimmyBaby__,2,0,"[[-84.0457241, 33.624919], [-83.927994, 33.624919], [-83.927994, 33.702968], [-84.0457241, 33.702968]]",United States,"Conyers, GA",city,,Alabama
"['basketball', 'games']",0,0,0,2020-01-30 14:07:49+00:00,1222884120642183174,"Tonight’s basketball games at Lexington against Rogers have been cancelled. 

@FoxSportsShoals @aldotcomPreps… https://t.co/wvi3mCz5Y5",2684204096,Todd_E_Davis,1,1,"[[-87.37490133877151, 34.96741241714937], [-87.37490133877151, 34.96741241714937], [-87.37490133877151, 34.96741241714937], [-87.37490133877151, 34.96741241714937]]",United States,Lexington High School,poi,,Alabama
['visits'],0,0,0,2020-01-22 20:37:16+00:00,1220083027801300992,@sjredmond I'm wondering when the media will question him about 37 visits to the house of the demoncat money bundle… https://t.co/3xiWLcahtz,2280275852,PhillipMullinea,0,0,"[[-114.052999, 36.997905], [-109.041059, 36.997905], [-109.041059, 42.001619], [-114.052999, 42.001619]]",United States,"Utah, USA",admin,,Alabama
"['trip', 'travel']",0,0,0,2020-06-28 23:49:08+00:00,1277388596203438083,"The best affordable road trip travel spinning combo, the Okuma Voyager Express!  Click the video link &gt;… https://t.co/uo9hLZzuPh",1409164807,johnoast,0,1,"[[-76.477539, 40.977883], [-76.428725, 40.977883], [-76.428725, 41.025192], [-76.477539, 41.025192]]",United States,"Bloomsburg, PA",city,,Alabama
['game'],0,0,0,2020-07-12 13:53:14+00:00,1282312062467813376,@TheMalXI I’m not good at that so I’ll just stick to the game I got😂 https://t.co/mUNWKK5fTd,913069414127407104,campaignrose,0,2,,,,,,Alabama
['drink'],0,0,['drink'],2020-06-23 14:02:54+00:00,1275429125403160576,What about an apple sauce based liquor drink,1003814315185659904,isotit,0,2,"[[-80.828921, 32.10853], [-80.668573, 32.10853], [-80.668573, 32.271075], [-80.828921, 32.271075]]",United States,"Hilton Head Island, SC",city,,Alabama
['mass'],0,0,0,2020-04-14 21:23:28+00:00,1250172847089123328,Washington: We have had a surge of mass layoffs across the state. ADOL has paid out over $150 million in claims ove… https://t.co/NnbFQ6Hyfk,158456433,AARPAL,3,2,,,,,,Alabama
['travelling'],0,0,0,2020-06-19 12:15:05+00:00,1273952439180439556,#Carpool #AbuDhabi -&gt; #Dubai I am a lady travelling between Abu Dhabi WTC to Dubai Downtown Everyday. Have to reach… https://t.co/U0FEOJdZKw,87188071,carpoolworld,0,0,"[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]",United Arab Emirates,"Abu Dhabi, United Arab Emirates",admin,,Alabama
"['travel', 'travel']",0,0,0,2020-05-15 15:25:11+00:00,1261316704442908673,"@mikeip I don't know! It's probably a combination of essential travel, a growing amount of business travel, and an… https://t.co/pDCubw60lS",301265115,JTGenter,0,0,,,,,,Alabama
['game'],0,0,0,2020-05-18 15:12:58+00:00,1262400793396891650,My sleeping game is INSANE right now.,14834574,Chris_Bishop,0,2,,,,,,Alabama
['trained'],0,0,0,2020-05-31 05:32:43+00:00,1266965811526238210,Cops are trained to defend.....how in the hell is this defending? https://t.co/myjV9tZwGK,160056241,Wes_Sears,0,0,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['games'],0,0,0,2020-05-12 16:41:19+00:00,1260248700267479042,Yeen gotta play Games wit me jus let me kno u ain’t feelin me nomo and I’m Gone...,219115894,Teezy_Dollars,0,5,"[[-84.19397, 35.831436], [-83.733713, 35.831436], [-83.733713, 36.133505], [-84.19397, 36.133505]]",United States,"Knoxville, TN",city,,Alabama
['cafe'],0,0,0,2020-05-23 02:32:49+00:00,1264021437364518923,Y’all one day in the cafe they played this song n I told my girlfriend I was finna do the dance.. she looked at me… https://t.co/H5Ayvi6B67,3392059197,_bossbxcth,0,0,,,,,,Alabama
['game'],0,0,0,2020-02-02 00:10:45+00:00,1223760631574204416,Southern beat Troy… State beat south… Troy beat state… South beat Southern… This @TroyTrojansMBB versus 🚫 game Frid… https://t.co/EPvM3QpP5h,33406843,Stump4Troy,0,0,"[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]",United States,"Georgia, USA",admin,,Alabama
['game'],0,0,0,2020-05-18 02:11:21+00:00,1262204095068278796,@kelsey_charles That’s super cool. I was actually cheering for Kansas to win that game...but then Burke happened,391574014,Kyle_Youmans,1,1,"[[-96.983818, 33.140885], [-96.8818613, 33.140885], [-96.8818613, 33.199847], [-96.983818, 33.199847]]",United States,"Little Elm, TX",city,,Alabama
['game'],0,0,0,2020-06-07 05:43:23+00:00,1269505211149795328,My husband was on the game with his friends and walked in the bed room. Told his homies “hold on y’all”. And then g… https://t.co/VbbnKKiqh6,2798508005,KatwianTheKat,0,0,"[[-87.066047, 33.4022082], [-86.918524, 33.4022082], [-86.918524, 33.494969], [-87.066047, 33.494969]]",United States,"Hueytown, AL",city,,Alabama
['church'],0,0,0,2020-06-04 00:39:23+00:00,1268341544966328320,What’s y’all issue with Mike Todd and Transformation Church I’m genuinely curious,327196082,hsoj_submar,0,0,,,,,,Alabama
['shopping'],0,0,0,2020-04-22 12:16:51+00:00,1252934390662955008,I really have to make shopping list and shit now. Adulting 101,610228455,linnlivinglit,0,0,"[[-86.912935, 33.294784], [-86.607247, 33.294784], [-86.607247, 33.476326], [-86.912935, 33.476326]]",United States,"Hoover, AL",city,,Alabama
['tripping'],0,0,0,2020-07-08 23:47:14+00:00,1281011995647623174,it’s cool tho.. not tripping or nun,2362073815,nfruffin,0,0,,,,,,Alabama
['park'],0,0,0,2020-06-04 17:02:14+00:00,1268588885728202753,HAPPENING NOW: @cityofbhamal workers are erecting a fence around Linn Park. City says it has received credible thre… https://t.co/wpu5czIwr6,1737781596,StephenQ3340,14,12,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['practice'],0,0,0,2020-02-18 14:08:46+00:00,1229769730342387713,@curtisburch Yep I’ve heard this argument before. Ole Miss was not able to practice the night before due to a conce… https://t.co/R3xKzl911i,41821256,timasher,0,0,"[[-91.1102, 30.34598], [-91.0695631, 30.34598], [-91.0695631, 30.388715], [-91.1102, 30.388715]]",United States,"Oak Hills Place, LA",city,,Alabama
['games'],0,0,0,2020-02-10 05:52:09+00:00,1226745648705392640,"High School 🏀 Coaches!
——
Why do you play one style of defense all year but don’t play it in the games that matter… https://t.co/Phj6PHoc46",2892117286,Coach_McFall35,0,8,,,,,,Alabama
['game'],0,0,0,2020-04-30 15:00:05+00:00,1255874572378869761,"Our resident historian Ben just picked up a game program for the 1968 NAIA Semifinal against Williamette.

Check ou… https://t.co/pLtMaLIBgS",1034895735798546432,TrojanWallF5,1,4,,,,,,Alabama
['tripping'],0,0,0,2020-04-27 07:10:58+00:00,1254669349400576001,@kingtreIII On ma.. she tripping,1014944235072704512,theyl0vede,0,0,,,,,,Alabama
['game'],0,0,0,2020-02-20 18:50:00+00:00,1230565280134287360,@UARoundballGuy But the bright spot of that is we’re #2 in scoring and #2 in 3pm per game. If we can handle busines… https://t.co/8loJLvaVZu,355180215,cbreezyyo,0,0,,,,,,Alabama
['church'],0,0,0,2020-02-18 02:15:20+00:00,1229590191356207104,Me @ church pool parties https://t.co/43gq6eGGuI,1576072136,_spinningjennie,0,10,,,,,,Alabama
['games'],0,0,0,2020-01-13 00:30:09+00:00,1216517756822179842,@AdamHenningsen Agreed. I would like to see different types of games set in Sera. Like Tactics. I don't see them ma… https://t.co/9yULKftakx,165682247,shisnoelite,0,1,"[[-87.644402, 33.207777], [-87.540968, 33.207777], [-87.540968, 33.333623], [-87.644402, 33.333623]]",United States,"Northport, AL",city,,Alabama
['game'],0,0,0,2020-01-23 18:29:13+00:00,1220413191219568646,@4GVonn @southJawjagator @TCNELLYbackup @Aaron52832574 Of course. U need to come to the game so we can talk shit lmao,805375106,TheRealTylor,0,0,"[[-84.107432, 32.237789], [-84.044081, 32.237789], [-84.044081, 32.3070461], [-84.107432, 32.3070461]]",United States,"Oglethorpe, GA",city,,Alabama
['game'],0,0,0,2020-06-23 23:56:00+00:00,1275578383783669762,I mount any game system on the wall now 📲,293860205,KillaJay_25,2,5,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,,Alabama
['service'],0,0,0,2020-05-13 05:03:22+00:00,1260435443474145280,"tara lane oh baby no, i don’t even come on that side of the service rd😭",855760319507025920,thelifeofqueux,0,0,"[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]",United States,"New Orleans, LA",city,,Alabama
['trip'],0,0,0,2020-05-13 14:38:26+00:00,1260580166356676618,"I just wanna go on a trip to get away. I don’t even care about going out, I just wanna chill with my manz, get cute, and go to the beach🙃🙃",3128258809,_allaboutmea,0,0,,,,,,Alabama
['rideshare'],0,0,0,2020-07-03 20:00:02+00:00,1279142878556467200,#Carpool #Zagreb -&gt; #Split rideshare #splitcosts https://t.co/UlCY0KbGzg,87188071,carpoolworld,0,0,"[[13.4897243, 42.3776665], [19.4480171, 42.3776665], [19.4480171, 46.5549896], [13.4897243, 46.5549896]]",Republic of Croatia,Republic of Croatia,country,,Alabama
['drinking'],0,0,0,2020-02-19 23:57:43+00:00,1230280331456061443,Nice even blonde - Drinking a Basecamp Blonde by @huttonsmithbrew at @casualpinthsv  — https://t.co/FJKJdt1dcD,40744542,Crashdavis69,0,0,"[[-86.7858813, 34.5784264], [-86.4369414, 34.5784264], [-86.4369414, 34.833627], [-86.7858813, 34.833627]]",United States,"Huntsville, AL",city,,Alabama
